"S_ID","SAF_SELFCON","SQA06A","SQA06B","SQA06C","SQA06D","SQA06E","SQA06F","SBF_SELFCON","SQB01A","SQB01B","SQB01C","SQB01D","SQB01E","SQB01F","SAF_PINT","SQA14A","SQA14B","SQA14C","SBF_PINT","SQB03A","SQB03B","SQB03C","SAF_GENSELFEFF","SQA15A","SQA15B","SQA15C","SQA15D","SQA15E","SBF_GENSELFEFF","SQB02A","SQB02B","SQB02C","SQB02D","SQB02E","SAF_EFFICACY_MATCHED","SQA16F2","SQA16G2","SQA16H2","SQA16I2","SQA16J2","SBF_EFFICACY_MATCHED","SQB07CA","SQB07CB","SQB07CC","SQB07CD","SQB07CE"
"00170-0072-0001-0017",0.153234153355436,2,3,3,3,3,3,-0.551564620656734,2,2,2,2,3,2,0.199253504854407,3,3,3,0.141034122678427,3,3,2,-0.754875266066217,2,2,2,2,2,0.792177666432284,4,3,3,3,3,-0.184059188690169,3,2,2,3,2,-1.52759909668946,1,1,1,1,1
"00170-0072-0001-0018",-0.478002242598748,2,3,2,2,2,3,0.682285586537784,3,4,3,3,3,3,-0.614946831664991,2,2,3,0.141034122678427,3,3,2,-1.36128877590298,1,1,2,2,1,-0.0386812018499427,2,2,3,3,2,-0.355080120976978,3,1,2,3,2,0.537932164013511,1,4,4,4,3
"00170-0072-0001-0019",0.397955523853594,3,3,4,3,2,3,-1.25181011417041,1,3,1,1,1,3,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,0.656031077361083,4,3,3,4,3,0.580775960898881,3,3,3,3,3,-0.17962435407506,2,2,3,2,2,-0.115375603103519,2,3,2,3,3
"00170-0072-0001-0020",0.650642390334383,4,4,3,3,3,3,0.786023049545867,3,3,4,3,3,3,-0.553645581246117,3,2,2,0.141034122678427,3,3,2,0.044434339185617,3,3,3,3,2,1.27734714110361,3,4,4,4,3,-0.603673913436346,1,1,3,2,1,0.496550539215283,2,3,4,3,4
"00170-0072-0001-0021",0.99376693288602,3,3,4,4,4,3,-0.0196403952345125,3,3,2,2,3,3,1.01459026274053,4,4,3,-0.351134532694353,3,2,2,1.15933670965097,4,3,4,4,4,0.365460485006521,3,2,3,3,3,-0.445453347989073,2,1,2,3,2,0.0959006379933739,2,3,3,3,3
"00170-0072-0001-0022",-0.114983713223269,3,3,3,2,2,3,-0.303530338817266,3,3,2,3,1,2,-0.553645581246117,3,2,2,0.306995292702384,4,3,1,-1.17340320867866,2,1,2,2,1,0.629494511541426,2,3,3,3,4,-0.141343637898364,3,2,3,3,1,-0.394714702255811,2,2,2,4,2
"00170-0072-0001-0023",1.20717164386259,3,3,4,4,4,4,0.0382929098365545,3,3,2,3,3,2,1.33147011590942,4,4,4,-0.559569687606774,3,2,1,0.669944482065575,3,3,3,4,4,-0.0930951612114424,2,2,2,3,3,0.389012003933832,2,4,3,3,3,0.533566432810465,3,3,4,4,3
"00170-0072-0001-0024",-0.254076721119484,2,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,-0.827507006649946,2,1,2,3,2,NA,NA,NA,NA,NA,NA,0.140711205826384,2,3,2,4,3,NA,NA,NA,NA,NA,NA
"00170-0072-0001-0025",-0.269565777344984,2,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,-0.848178210081668,2,2,2,NA,NA,NA,NA,-0.827507006649946,2,1,2,3,2,NA,NA,NA,NA,NA,NA,0.241274739021264,2,4,3,3,2,NA,NA,NA,NA,NA,NA
"00170-0072-0001-0026",-0.518760907326286,2,3,2,2,3,2,-1.24738309704533,2,2,1,1,2,2,-0.553645581246117,3,2,2,-0.201955540710782,2,3,2,-0.827507006649946,2,1,2,3,2,-0.891436619007081,2,1,2,1,2,-0.831719883838382,2,1,1,3,1,-0.492660804939232,2,2,2,3,2
"00170-0072-0001-0027",0.728024301742988,3,4,4,3,3,3,-0.152127899882162,2,3,2,3,3,2,-0.0774978699633682,3,3,2,-0.112170507722328,3,3,1,0.732210466752475,3,3,4,4,3,-0.708209730229706,2,1,2,2,2,-0.608572281239649,2,1,2,3,1,-0.290596721307951,2,2,3,3,2
"00170-0072-0001-0028",0.0512248940230934,3,3,2,2,3,4,0.12513896614581,3,2,3,3,3,2,-0.795626581726312,3,2,1,-0.559569687606774,3,2,1,-0.225603580732227,2,3,2,4,2,-0.708209730229706,2,1,2,2,2,-0.380625596367436,2,2,2,2,2,0.0609712242686099,2,3,2,3,4
"00170-0072-0001-0029",-0.825118449181821,2,2,2,2,2,2,0.495913076204877,3,3,3,3,3,3,-0.848178210081668,2,2,2,-0.624960511436945,2,2,2,-0.601046338335395,2,2,2,3,2,0.365460485006521,3,2,3,3,3,-0.722581501892822,2,1,2,2,1,0.338788792043565,2,4,3,NA,NA
"00170-0072-0001-0030",-0.518760907326286,2,3,2,2,3,2,-0.404842815501378,2,3,2,2,3,2,0.199253504854407,3,3,3,-1.10526932981613,1,2,1,0.208156034137657,3,2,3,4,3,0.154005474096106,2,1,3,4,3,-0.49545942511232,1,1,3,3,1,0.0959006379933739,2,3,3,3,3
"00170-0072-0001-0031",-0.054749933897183,2,3,3,3,3,2,-0.738198857530861,2,2,2,2,2,2,-0.614946831664991,2,2,3,-0.425172515422909,2,2,3,-0.827507006649946,2,1,2,3,2,-0.739287768755058,1,2,2,3,1,-0.0992160666508512,2,1,3,3,3,-0.584113724471133,2,2,2,2,2
"00170-0072-0001-0032",-0.320929264082401,2,3,2,2,3,3,-0.404842815501378,2,3,2,2,3,2,-0.553645581246117,3,2,2,0.141034122678427,3,3,2,-0.601046338335395,2,2,2,3,2,-0.245265011771515,1,2,3,3,2,-0.788845724115141,1,2,2,1,1,0.119798557455485,2,4,2,3,3
"00170-0072-0001-0033",NA,NA,NA,NA,NA,NA,NA,-0.386528622966912,2,3,2,2,2,3,NA,NA,NA,NA,-0.834303577306735,2,2,1,NA,NA,NA,NA,NA,NA,-0.308227121587011,2,2,2,3,2,NA,NA,NA,NA,NA,NA,0.432045765401115,1,4,4,3,3
"00170-0072-0001-0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00170-0073-0001-0001",1.24991860150496,4,4,4,3,4,4,1.14353945424968,3,3,4,3,4,4,1.33147011590942,4,4,4,1.2867011071775,4,4,3,1.15933670965097,4,3,4,4,4,0.792353534662679,3,3,3,4,3,0.640339216494308,4,4,4,3,2,0.323007894635851,4,3,3,3,3
"00170-0073-0001-0002",0.948106279296319,3,3,4,3,4,4,0.786023049545867,3,3,4,3,3,3,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,0.736515664075969,2,3,4,4,4,0.14524335166498,3,2,3,3,2,0.252957540495118,3,1,3,4,4,-0.290596721307951,2,2,3,3,2
"00170-0073-0001-0003",0.0490840459219945,3,3,3,2,3,3,-0.0196403952345125,3,3,2,2,3,3,0.688657674540425,3,4,3,0.141034122678427,3,3,2,-0.397360251598091,2,2,2,3,3,-0.496325101745625,2,2,2,2,2,-0.0904812622789716,4,2,2,3,2,0.205761128204731,3,3,3,3,3
"00170-0073-0001-0004",0.316895221729886,3,3,3,3,3,3,0.913648762853905,3,3,3,3,4,4,0.564280481719156,4,3,3,1.55676885328632,4,4,4,1.511153808915,4,4,4,4,4,0.792353534662679,3,3,3,4,3,0.624661712641598,4,3,4,3,3,0.613121644077779,4,3,3,4,4
"00170-0073-0001-0005",-0.3749040896099,3,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,0.199253504854407,3,3,3,NA,NA,NA,NA,-0.601046338335395,2,2,2,3,2,NA,NA,NA,NA,NA,NA,0.317080326613267,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"00170-0073-0001-0006",-0.414488980357856,2,3,2,3,2,2,-0.219358126743737,2,3,2,2,3,3,0.199253504854407,3,3,3,0.141034122678427,3,3,2,-0.140327644118524,2,2,3,3,3,-0.496325101745625,2,2,2,2,2,-0.734143909422698,3,1,1,3,1,-0.276442534013274,3,2,3,2,2
"00170-0073-0001-0007",NA,NA,NA,NA,NA,NA,NA,0.528192113935944,3,2,3,3,4,3,NA,NA,NA,NA,0.407754629074501,3,3,3,NA,NA,NA,NA,NA,NA,0.173794796020159,2,2,3,3,3,NA,NA,NA,NA,NA,NA,-0.342328319971336,2,3,1,1,4
"00170-0073-0001-0008",-0.137949842186792,3,3,2,3,3,2,0.28681202405777,3,3,3,3,2,3,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,-0.397360251598091,2,2,2,3,3,-0.060245418504771,1,3,3,3,2,-0.231104802052446,2,2,2,2,3,0.111289730417658,3,3,3,2,3
"00170-0073-0001-0009",1.09149898424624,3,4,4,3,4,4,0.913648762853905,3,3,3,3,4,4,1.01459026274053,4,4,3,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,0.365460485006521,3,2,3,3,3,0.41377365075603,4,2,3,3,4,0.0780716020152099,3,2,3,4,3
"00170-0073-0001-0010",0.337106863407363,3,2,3,3,4,3,0.495913076204877,3,3,3,3,3,3,-0.328863099905878,3,2,3,-0.559569687606774,3,2,1,0.0737042900884769,2,3,3,3,3,0.381805687058413,2,3,3,3,3,0.31198235864973,NA,2,3,3,4,0.310476465085829,3,3,3,4,3
"00170-0073-0001-0011",0.229066208905827,3,NA,NA,NA,NA,NA,0.495913076204877,3,3,3,3,3,3,0.688657674540425,3,4,3,1.07752664301826,4,4,2,-0.729245133885047,1,2,3,3,1,0.514144359773122,NA,3,3,3,3,-0.0907744722968395,3,2,3,2,2,-0.264124198328408,3,3,2,2,2
"00170-0073-0001-0012",-0.518760907326286,2,3,2,2,3,2,-0.0196403952345125,3,3,2,2,3,3,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,-0.952822075170694,1,2,2,2,2,-0.6998043277913,1,2,2,2,2,-0.0907744722968395,3,2,3,2,2,-0.211112241362649,3,2,3,1,3
"00170-0073-0001-0013",0.492447532061817,2,4,3,3,4,3,0.437707307271283,3,3,3,2,3,4,1.33147011590942,4,4,4,0.141034122678427,3,3,2,0.375524001819539,2,2,4,3,4,0.47286731320729,3,2,4,3,2,-0.0725553867994946,3,2,2,4,2,0.0780716020152099,3,2,3,4,3
"00170-0073-0001-0014",0.316895221729886,3,3,3,3,3,3,0.0283779021185683,3,3,3,2,3,2,-0.0774978699633682,3,3,2,-0.156778579949398,3,2,3,-0.140327644118524,2,2,3,3,3,0.365460485006521,3,2,3,3,3,0.555996836987174,2,2,4,4,4,0.73164967441084,3,4,3,4,4
"00170-0073-0001-0015",1.00557327270247,4,4,3,3,4,4,0.495913076204877,3,3,3,3,3,3,0.455278770930951,3,3,4,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,0.792177666432284,4,3,3,3,3,0.471464284474929,4,3,4,3,2,0.205761128204731,3,3,3,3,3
"00170-0073-0001-0016",0.567557620485573,2,4,4,3,3,3,0.495913076204877,3,3,3,3,3,3,1.01459026274053,4,4,3,0.971926532002412,3,4,3,0.447820011995915,3,3,3,4,3,0.365460485006521,3,2,3,3,3,0.0659304769340996,3,3,3,2,2,-0.225212521567034,3,2,2,3,3
"00170-0073-0001-0017",-0.096066587930524,2,3,3,2,3,3,0.495913076204877,3,3,3,3,3,3,0.199253504854407,3,3,3,-0.624960511436945,2,2,2,NA,NA,NA,NA,NA,NA,0.155701139354784,2,3,3,3,2,NA,NA,NA,NA,NA,NA,-0.584113724471133,2,2,2,2,2
"00170-0073-0001-0018",0.0547510283269465,3,3,2,3,3,3,-0.404842815501378,2,3,2,2,3,2,0.199253504854407,3,3,3,0.407754629074501,3,3,3,-0.177200400338331,2,2,3,4,2,-0.0930951612114424,2,2,2,3,3,0.285159893241277,3,3,3,4,2,-0.217287479454484,2,2,3,2,3
"00170-0073-0001-0019",0.0490840459219945,3,3,3,2,3,3,-0.0265249136566668,3,1,3,3,3,2,1.01459026274053,4,4,3,0.407754629074501,3,3,3,0.669944482065575,3,3,3,4,4,0.173794796020159,2,2,3,3,3,-0.14219478271099,3,2,2,2,3,-0.315189962091843,3,2,2,2,3
"00170-0073-0001-0020",0.373227929844883,3,4,3,2,4,3,0.139705470557427,2,1,2,3,4,4,-0.553645581246117,3,2,2,-0.201955540710782,2,3,2,0.0737042900884769,2,3,3,3,3,-0.253297570417075,1,1,3,3,3,-0.307131655064311,4,1,2,4,1,0.00171061247793043,2,2,4,2,3
"00170-0075-0001-0001",-0.103494002856821,3,3,2,3,2,3,1.57541390661685,4,4,4,4,4,3,-0.553645581246117,3,2,2,0.971926532002412,3,4,3,0.141772319003068,3,3,2,4,3,-0.770496842675549,3,2,1,2,1,-0.749524324777457,4,1,1,2,1,-0.179309555703188,3,1,3,2,4
"00170-0075-0001-0002",0.316895221729886,3,3,3,3,3,3,-0.0196403952345125,3,3,2,2,3,3,1.33147011590942,4,4,4,0.80694640972304,4,3,3,0.447820011995915,3,3,3,4,3,-0.496325101745625,2,2,2,2,2,0.0659304769340996,3,3,3,2,2,0.205761128204731,3,3,3,3,3
"00170-0075-0001-0003",-0.840361460014368,1,3,2,2,2,2,-2.08172567444038,1,1,1,1,1,1,-1.8348982053446,1,1,1,-1.6026139971396,1,1,1,-1.42665627257302,1,1,1,2,2,-1.69756034126817,1,1,1,1,1,-0.285071927723998,3,3,2,2,1,0.0408063092411724,4,1,4,1,4
"00170-0075-0001-0004",0.153234153355436,2,3,3,3,3,3,0.0382929098365545,3,3,2,3,3,2,-0.365004241896417,3,3,1,-0.351134532694353,3,2,2,-0.283978022725153,3,1,2,4,3,-0.0552066307641165,2,1,3,3,3,-0.368654677633691,3,2,3,1,1,0.205761128204731,3,3,3,3,3
"00170-0075-0001-0005",-0.61228171313842,2,2,2,2,2,3,-0.584703868512162,2,3,2,2,2,2,-0.795626581726312,3,2,1,0.141034122678427,3,3,2,-0.601046338335395,2,2,2,3,2,-0.708209730229706,2,1,2,2,2,-0.422134458701961,3,1,1,3,3,0.0959006379933739,2,3,3,3,3
"00170-0075-0001-0006",1.6159765663441,4,4,4,4,4,4,1.20188964554799,3,3,4,4,4,3,1.33147011590942,4,4,4,1.55676885328632,4,4,4,1.511153808915,4,4,4,4,4,1.01440632208279,4,3,3,3,4,0.212491471229194,4,2,4,2,2,1.22882602627942,4,4,4,4,4
"00170-0075-0001-0007",0.948106279296319,3,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,0.337277542859554,4,3,2,NA,NA,NA,NA,0.512063786272751,2,2,4,4,4,NA,NA,NA,NA,NA,NA,0.471677510837449,4,4,3,2,3,NA,NA,NA,NA,NA,NA
"00170-0075-0001-0008",0.316895221729886,3,3,3,3,3,3,0.0283779021185683,3,3,3,2,3,2,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,-0.649677590875705,1,1,2,4,3,0.137242890242821,2,4,2,3,2,-0.290357607752079,3,2,2,2,2,0.205761128204731,3,3,3,3,3
"00170-0075-0001-0009",-0.103494002856821,3,3,2,3,2,3,-0.297606509525634,2,2,3,2,3,2,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,-0.488393339990676,1,2,3,2,3,-0.0930951612114424,2,2,2,3,3,0.10909279725055,4,2,3,3,2,0.493305205546882,3,3,3,4,4
"00170-0075-0001-0010",1.18480955499321,4,3,4,4,3,4,0.959246057104787,3,4,4,4,3,2,-1.2534178441915,3,1,1,0.578391648962808,4,3,2,-1.51237584682751,1,1,2,1,1,0.300547003291923,3,2,2,4,3,0.485553579121881,3,2,4,4,3,0.607675723951708,2,3,4,4,4
"00170-0075-0001-0011",1.01756703462496,2,3,4,4,4,4,-0.0196403952345125,3,3,2,2,3,3,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,0.944818378102784,3,3,4,4,4,0.154005474096106,2,1,3,4,3,0.0659304769340996,3,3,3,2,2,0.205761128204731,3,3,3,3,3
"00170-0075-0001-0012",NA,NA,NA,NA,NA,NA,NA,1.88016172456212,4,4,4,4,4,4,NA,NA,NA,NA,1.55676885328632,4,4,4,NA,NA,NA,NA,NA,NA,1.22866638319189,3,4,3,4,4,NA,NA,NA,NA,NA,NA,0.781715836751698,3,4,4,4,3
"00170-0075-0001-0013",-0.181494342991891,3,3,2,2,3,3,-0.357413015057283,2,2,2,2,3,3,0.564280481719156,4,3,3,-0.351134532694353,3,2,2,1.09158551919578,4,4,3,4,4,0.388471334164053,2,4,3,3,2,1.23649259180142,4,4,4,4,4,0.0959006379933739,2,3,3,3,3
"00170-0075-0001-0014",-0.510676040747211,3,2,2,2,3,2,-0.551564620656734,2,2,2,2,3,2,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,-0.376820128357167,1,2,3,4,2,-0.913261357458181,1,2,2,2,1,-0.290357607752079,3,2,2,2,2,-0.290596721307951,2,2,3,3,2
"00170-0075-0001-0015",-0.0822719596982417,3,2,2,3,3,3,-0.093774505286413,3,2,2,3,3,2,-0.0774978699633682,3,3,2,-0.112170507722328,3,3,1,-0.225603580732227,2,3,2,4,2,0.173794796020159,2,2,3,3,3,-0.0907744722968395,3,2,3,2,2,0.874764182068701,2,4,4,4,4
"00170-0075-0001-0016",-0.320929264082401,2,3,2,2,3,3,-2.08172567444038,1,1,1,1,1,1,0.199253504854407,3,3,3,-0.351134532694353,3,2,2,0.304515430526279,2,3,3,3,4,-0.519054202588589,1,2,2,3,2,-0.307131655064311,4,1,2,4,1,0.180708539112468,3,2,4,1,4
"00170-0075-0001-0017",0.154667951486971,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,-0.848178210081668,2,2,2,NA,NA,NA,NA,-0.601046338335395,2,2,2,3,2,NA,NA,NA,NA,NA,NA,1.23649259180142,4,4,4,4,4,NA,NA,NA,NA,NA,NA
"00170-0075-0001-0018",0.337106863407363,3,2,3,3,4,3,-0.984608546640373,2,1,2,1,3,2,0.688657674540425,3,4,3,-0.351134532694353,3,2,2,0.272416208867303,3,3,3,3,3,-1.1696524912872,1,1,1,2,2,0.550304298198438,3,3,4,3,NA,-0.478460001401862,3,2,2,2,2
"00170-0075-0001-0019",-0.355713089626857,2,3,1,2,3,4,0.495913076204877,3,3,3,3,3,3,0.199253504854407,3,3,3,-0.351134532694353,3,2,2,-0.157626626498171,3,2,3,3,2,0.365460485006521,3,2,3,3,3,0.00360150886077536,4,3,3,2,1,0.205761128204731,3,3,3,3,3
"00170-0075-0001-0020",0.227770636952456,3,3,2,3,4,3,-0.768853222824591,1,2,2,2,2,3,1.01459026274053,4,4,3,-0.112170507722328,3,3,1,0.272416208867303,3,3,3,3,3,-0.770496842675549,3,2,1,2,1,-0.260785743518519,3,1,3,2,2,-0.866536261591263,2,2,2,1,1
"00170-0075-0001-0021",0.154667951486971,3,2,3,3,3,3,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,0.0737042900884769,2,3,3,3,3,0.365460485006521,3,2,3,3,3,-0.321922883618902,NA,2,2,1,3,0.111289730417658,3,3,3,2,3
"00170-0075-0001-0022",0.154667951486971,3,2,3,3,3,3,0.177112115150427,3,3,2,2,4,3,1.01459026274053,4,4,3,1.07752664301826,4,4,2,0.0737042900884769,2,3,3,3,3,-0.0386812018499427,2,2,3,3,2,-0.17962435407506,2,2,3,2,2,0.205761128204731,3,3,3,3,3
"00170-0075-0001-0023",-0.825118449181821,2,2,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,-0.439421217306059,2,3,2,0.141034122678427,3,3,2,-1.21092011026993,1,2,1,2,2,-0.308227121587011,2,2,2,3,2,-0.925419737077548,2,1,1,1,2,-0.478460001401862,3,2,2,2,2
"00170-0075-0001-0024",-0.232242433960227,2,2,3,2,3,3,0.495913076204877,3,3,3,3,3,3,-1.08442010223144,2,2,1,-0.624960511436945,2,2,2,-0.805921542164877,1,2,2,3,2,-0.314040342557529,2,1,2,3,3,-0.753045750079151,2,1,1,1,3,-0.168576877227946,1,1,4,2,4
"00170-0075-0001-0025",1.6159765663441,4,4,4,4,4,4,0.475132007052843,3,2,2,3,4,4,1.01459026274053,4,4,3,0.141034122678427,3,3,2,1.511153808915,4,4,4,4,4,-0.279278825007888,2,2,2,2,3,-0.447697004248437,4,1,3,1,1,-0.0265885291245529,1,3,3,1,4
"00170-0075-0001-0026",-0.289846039701753,2,3,3,2,3,2,0.220952591902943,3,3,2,3,3,3,-0.553645581246117,3,2,2,0.141034122678427,3,3,2,-0.54982369614764,2,2,2,2,3,0.173794796020159,2,2,3,3,3,0.170324398743615,3,3,3,3,2,0.742621958704062,2,4,4,3,4
"00170-0075-0001-0027",0.153234153355436,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,-0.365004241896417,3,3,1,NA,NA,NA,NA,-0.191614941969045,2,3,2,3,3,NA,NA,NA,NA,NA,NA,-0.911008726788986,2,2,1,1,1,NA,NA,NA,NA,NA,NA
"00170-0075-0001-0028",-1.83125567014945,2,1,1,1,1,1,-0.176079364365248,3,4,2,2,2,2,-0.795626581726312,3,2,1,NA,NA,NA,NA,-1.91741951870438,1,1,1,1,1,0.432013180338902,4,4,4,1,1,-1.31630817300646,1,1,1,1,1,-1.52759909668946,1,1,1,1,1
"00170-0075-0001-0029",NA,NA,NA,NA,NA,NA,NA,0.00449717217257478,2,3,3,2,3,3,NA,NA,NA,NA,-0.351134532694353,3,2,2,NA,NA,NA,NA,NA,NA,0.112228093263804,2,3,2,4,2,NA,NA,NA,NA,NA,NA,0.205761128204731,3,3,3,3,3
"00170-0075-0001-0031",0.141235126228006,2,3,2,3,3,4,-0.700913277610213,2,2,1,3,2,2,-0.0774978699633682,3,3,2,-0.201955540710782,2,3,2,-0.220091206244916,2,1,3,4,3,-0.436803520759249,1,1,3,3,2,-1.15094335257707,2,1,1,1,1,-0.251784793125227,1,1,4,3,3
"00170-0075-0001-0032",-0.337668715288111,3,3,2,2,2,3,0.495913076204877,3,3,3,3,3,3,-0.553645581246117,3,2,2,-0.351134532694353,3,2,2,-0.140327644118524,2,2,3,3,3,0.173794796020159,2,2,3,3,3,-0.879322011932777,2,1,2,1,1,-0.192731799469541,2,1,3,3,4
"00170-0075-0001-0033",0.0481968331846252,4,2,2,4,2,2,-1.58907455304356,2,2,1,1,1,1,-0.365004241896417,3,3,1,-1.6026139971396,1,1,1,-0.92158409139398,2,1,1,4,2,-0.937767982494437,1,1,1,4,1,0.367483130535621,NA,2,4,3,3,-0.0566740086833139,1,2,3,3,4
"00170-0075-0001-0034",-0.516373609376437,2,4,1,3,2,2,1.63941278586824,4,3,4,4,4,4,-0.553645581246117,3,2,2,1.55676885328632,4,4,4,-1.02781293229457,2,1,1,2,3,0.580775960898881,3,3,3,3,3,-0.509178005791526,2,1,1,3,3,0.2583493444132,2,2,4,3,4
"00170-0075-0001-0035",-0.673340148092401,3,2,2,2,2,2,-0.551564620656734,2,2,2,2,3,2,-0.328863099905878,3,2,3,0.141034122678427,3,3,2,-0.952822075170694,1,2,2,2,2,-1.41106854101579,1,1,1,2,1,-0.218774551741858,2,3,2,2,2,-0.419858624885575,2,2,2,2,3
"00170-0075-0001-0036",-0.45474686682636,2,2,2,2,3,3,0.0685255960556653,3,2,3,2,3,3,1.01459026274053,4,4,3,0.141034122678427,3,3,2,0.447820011995915,3,3,3,4,3,0.381805687058413,2,3,3,3,3,-0.0907744722968395,3,2,3,2,2,0.205761128204731,3,3,3,3,3
"00170-0075-0001-0037",-0.0928267732933168,3,2,3,2,3,3,-0.198512711627673,3,3,2,2,3,2,-0.553645581246117,3,2,2,-0.892351328229997,1,2,2,0.272416208867303,3,3,3,3,3,-0.496325101745625,2,2,2,2,2,0.433220821001595,2,3,4,3,3,0.205761128204731,3,3,3,3,3
"00170-0076-0001-0001",0.620843532262281,1,3,4,3,4,4,-1.07640889405892,1,2,1,1,3,3,-1.2534178441915,3,1,1,0.594844638839958,3,4,1,1.19316124693038,4,4,4,3,4,0.426304124081918,2,2,3,3,4,-1.31630817300646,1,1,1,1,1,0.0959006379933739,2,3,3,3,3
"00170-0076-0001-0002",-0.289846039701753,2,3,3,2,3,2,-0.455832256297075,2,2,3,2,2,2,-0.553645581246117,3,2,2,0.141034122678427,3,3,2,-0.335921887561698,2,2,3,3,2,-0.708209730229706,2,1,2,2,2,-0.582613760096022,3,2,2,1,1,0.205761128204731,3,3,3,3,3
"00170-0076-0001-0004",-0.551087827520074,NA,2,NA,NA,NA,NA,-1.1850183645756,2,2,2,1,1,2,-1.21809552373175,1,NA,2,-0.396156698816674,2,3,1,0.377303244983561,NA,3,4,2,3,-0.704052941629226,3,1,2,2,1,-0.108767940515034,2,3,NA,2,2,-0.584113724471133,2,2,2,2,2
"00170-0076-0001-0005",-0.425696941507296,3,1,3,2,3,2,0.266395290648568,3,4,3,3,2,2,-0.417697686264147,2,2,4,0.971926532002412,3,4,3,0.26790587557175,3,2,3,3,4,1.09450913149846,3,3,4,3,4,-0.449112473212727,3,2,2,2,1,0.19316059442515,3,2,4,3,NA
"00170-0076-0001-0007",0.656409351538318,3,3,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,0.455278770930951,3,3,4,NA,NA,NA,NA,0.732210466752475,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1.23649259180142,4,4,4,4,4,NA,NA,NA,NA,NA,NA
"00170-0076-0001-0008",-0.203249465271072,3,2,3,3,2,2,-0.987487462525259,1,1,2,1,3,3,0.239677864583179,1,4,4,-0.453699472207927,1,3,2,-0.436813809424044,1,1,4,4,1,-0.239410746920733,3,3,1,4,1,-0.693288648272747,2,1,2,1,2,-0.584113724471133,2,2,2,2,2
"00170-0076-0001-0009",-0.20724112571275,2,3,3,3,2,2,-0.167003773166161,2,3,3,2,3,2,-0.848178210081668,2,2,2,-0.351134532694353,3,2,2,-0.243666681474915,3,2,2,4,2,-0.0930951612114424,2,2,2,3,3,-0.380625596367436,2,2,2,2,2,0.00222441214626603,2,3,3,2,3
"00170-0076-0001-0010",-0.193253838251456,4,2,1,2,3,4,0.167621036030356,1,3,3,3,4,3,-0.000776195288666755,2,3,4,-0.624960511436945,2,2,2,0.0919256342120383,4,2,3,2,3,0.819726693812011,2,4,3,4,3,-0.692220130452196,1,2,1,2,2,0.493305205546882,3,3,3,4,4
"00170-0076-0001-0011",0.99376693288602,3,3,4,4,4,3,-0.184533471988978,3,3,2,2,2,3,-0.365004241896417,3,3,1,-0.351134532694353,3,2,2,0.708360668600878,4,4,3,3,3,0.792177666432284,4,3,3,3,3,1.23649259180142,4,4,4,4,4,0.621623431723223,3,3,4,NA,4
"00170-0076-0001-0013",-0.536448139289864,2,2,2,3,2,2,-0.738198857530861,2,2,2,2,2,2,-0.0774978699633682,3,3,2,-0.112170507722328,3,3,1,-0.220091206244916,2,1,3,4,3,-0.800735510432488,2,1,1,3,2,-0.380625596367436,2,2,2,2,2,-1.52759909668946,1,1,1,1,1
"00170-0076-0001-0014",-0.726329069989875,2,1,1,3,2,3,0.130144930884283,2,3,4,2,3,2,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,-0.919565296159592,2,2,1,4,1,-0.111744649799516,1,3,2,3,3,-0.693288648272747,2,1,2,1,2,-1.52759909668946,1,1,1,1,1
"00170-0076-0001-0015",-0.429696925974989,2,NA,NA,NA,NA,NA,-0.738198857530861,2,2,2,2,2,2,-0.847384473509819,2,NA,NA,0.141034122678427,3,3,2,-1.32573644598252,NA,NA,1,NA,NA,-0.496325101745625,2,2,2,2,2,0.133252963827078,1,3,3,3,3,-0.174865352332247,3,3,2,3,2
